datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent)
2022-08-01 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.30,20.36,2.43,101856.87,0.02
2022-08-01 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.94,20.77,2.21,101801.67,0.01
2022-08-01 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.65,20.99,2.33,101788.67,0.14
2022-08-01 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.07,20.94,2.68,101808.56,0.00
2022-08-01 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.77,20.57,2.96,101793.91,0.00
2022-08-01 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.20,20.32,2.44,101750.98,0.00
2022-08-01 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.99,20.42,2.58,101730.87,0.03
2022-08-01 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.43,20.48,2.73,101707.50,0.80
2022-08-01 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.42,19.25,3.62,101700.93,1.31
2022-08-01 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.64,19.01,2.92,101689.28,1.56
2022-08-01 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.68,17.96,1.22,101597.03,2.45
2022-08-01 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.52,18.02,1.71,101612.62,2.18
2022-08-01 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.78,18.41,1.97,101580.05,0.56
2022-08-01 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.93,18.71,1.77,101566.14,0.09
2022-08-01 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.99,19.11,1.79,101532.01,0.04
2022-08-01 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.55,19.03,1.79,101512.42,0.01
2022-08-01 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.98,18.93,1.82,101474.84,0.02
2022-08-01 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.61,19.01,1.33,101465.77,0.02
2022-08-01 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.13,19.35,0.60,101387.48,0.02
2022-08-01 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.60,19.43,0.84,101345.56,0.07
2022-08-01 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.15,19.45,1.44,101294.95,0.07
2022-08-01 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.58,19.58,2.00,101203.16,0.06
2022-08-01 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.79,20.08,1.84,101226.54,0.01
2022-08-01 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.03,19.87,1.83,101190.36,0.00
2022-08-02 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.71,20.12,1.97,101147.58,0.00
2022-08-02 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.06,20.59,2.21,101131.16,0.00
2022-08-02 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.73,20.82,2.68,101161.94,0.00
2022-08-02 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.98,20.74,2.93,101140.22,0.00
2022-08-02 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.83,20.73,2.82,101111.40,0.00
2022-08-02 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.34,20.54,2.68,101096.26,0.00
2022-08-02 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.25,20.52,2.69,101050.45,0.00
2022-08-02 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.41,20.61,2.84,101024.30,0.00
2022-08-02 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.44,20.58,2.75,100995.97,0.00
2022-08-02 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.34,20.63,2.71,100978.88,0.00
2022-08-02 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.76,20.89,2.11,101014.68,0.00
2022-08-02 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.67,20.75,2.16,101051.77,0.00
2022-08-02 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.48,21.04,2.22,101037.82,0.00
2022-08-02 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.55,21.41,2.33,101024.43,0.00
2022-08-02 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.26,21.62,2.41,100998.58,0.00
2022-08-02 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.44,21.70,2.39,100976.90,0.02
2022-08-02 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.19,21.61,2.64,100957.61,0.01
2022-08-02 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.93,21.49,2.99,100929.48,0.00
2022-08-02 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.18,21.46,3.25,100895.18,0.00
2022-08-02 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.87,21.14,3.45,100863.25,0.01
2022-08-02 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.62,20.27,3.52,100863.74,0.00
2022-08-02 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.72,19.78,3.22,100790.87,0.00
2022-08-02 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.36,19.11,2.50,100834.80,0.00
2022-08-02 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.35,20.36,1.81,100878.98,0.00
2022-08-03 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.11,19.81,1.71,100922.23,0.00
2022-08-03 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.15,20.38,1.51,100981.59,0.00
2022-08-03 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.09,20.84,1.51,101065.14,0.00
2022-08-03 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.66,20.61,1.85,101126.98,0.00
2022-08-03 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.55,20.53,2.44,101179.98,0.00
2022-08-03 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.60,20.08,3.38,101235.54,0.00
2022-08-03 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.44,19.91,3.86,101266.04,0.00
2022-08-03 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.88,19.47,3.84,101302.13,0.00
2022-08-03 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.24,19.09,3.98,101383.51,0.00
2022-08-03 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.48,18.72,3.68,101378.67,0.00
2022-08-03 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.99,18.49,2.37,101489.02,0.00
2022-08-03 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.99,18.18,2.06,101512.12,0.00
2022-08-03 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.99,18.35,1.61,101528.59,0.00
2022-08-03 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.84,18.31,1.20,101549.17,0.00
2022-08-03 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.17,18.51,0.91,101604.92,0.00
2022-08-03 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.07,18.70,1.44,101617.51,0.00
2022-08-03 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.95,18.11,2.22,101631.78,0.00
2022-08-03 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.59,17.94,2.48,101567.09,0.00
2022-08-03 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.84,17.50,2.63,101541.39,0.00
2022-08-03 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.29,17.23,2.70,101456.91,0.00
2022-08-03 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.53,17.44,2.68,101422.97,0.00
2022-08-03 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.55,18.08,2.57,101397.19,0.00
2022-08-03 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.67,18.90,2.56,101371.97,0.00
2022-08-03 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.98,19.20,2.61,101405.66,0.00
2022-08-04 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.67,20.35,2.65,101440.98,0.00
2022-08-04 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.56,21.17,2.54,101517.48,0.00
2022-08-04 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.89,21.50,2.12,101635.23,0.00
2022-08-04 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.21,21.14,1.85,101658.41,0.00
2022-08-04 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.17,20.82,1.76,101671.99,0.00
2022-08-04 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.72,20.57,2.15,101662.70,0.00
2022-08-04 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.58,20.66,2.58,101661.56,0.00
2022-08-04 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.41,20.38,2.59,101638.20,0.00
2022-08-04 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.05,20.32,2.51,101649.61,0.00
2022-08-04 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.75,20.49,2.39,101656.21,0.00
2022-08-04 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.30,20.44,1.74,101734.82,0.00
2022-08-04 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.15,20.73,2.15,101777.97,0.00
2022-08-04 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.14,21.15,1.89,101837.12,0.00
2022-08-04 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.50,21.58,2.25,101787.34,0.00
2022-08-04 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.24,21.73,2.80,101769.96,0.00
2022-08-04 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.54,21.25,3.21,101741.67,0.00
2022-08-04 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.33,21.23,3.61,101711.06,0.00
2022-08-04 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.78,21.03,3.71,101703.19,0.00
2022-08-04 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.43,20.99,3.54,101652.93,0.00
2022-08-04 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.89,20.72,3.51,101599.41,0.00
2022-08-04 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.49,21.15,3.71,101590.68,0.00
2022-08-04 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.67,21.56,3.59,101593.57,0.00
2022-08-04 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.28,21.53,2.65,101580.67,0.00
2022-08-04 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.26,21.35,2.18,101546.94,0.00
2022-08-05 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.21,21.39,1.08,101651.88,0.00
2022-08-05 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.56,21.66,1.24,101714.46,0.00
2022-08-05 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.00,21.48,1.40,101759.74,0.00
2022-08-05 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.94,21.44,1.85,101762.61,0.00
2022-08-05 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.63,21.63,2.02,101773.73,0.00
2022-08-05 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.23,21.65,2.08,101789.96,0.00
2022-08-05 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.09,21.60,2.49,101789.05,0.00
2022-08-05 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.81,21.54,2.77,101810.13,0.00
2022-08-05 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.71,21.56,2.57,101830.35,0.00
2022-08-05 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.38,21.86,2.28,101836.84,0.00
2022-08-05 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.45,20.50,1.73,101892.88,0.00
2022-08-05 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.11,20.48,2.15,101919.62,0.00
2022-08-05 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.55,20.60,1.96,102018.55,0.00
2022-08-05 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.13,20.59,1.57,102048.40,0.00
2022-08-05 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.19,21.03,1.04,102052.93,0.00
2022-08-05 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.63,20.95,0.58,102082.33,0.00
2022-08-05 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.11,21.29,0.99,102056.73,0.00
2022-08-05 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.91,21.23,1.76,102062.32,0.00
2022-08-05 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.55,21.04,2.49,102017.30,0.00
2022-08-05 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.33,20.60,2.59,101990.44,0.01
2022-08-05 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.24,19.94,2.63,101957.12,0.01
2022-08-05 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.17,20.71,2.45,101881.73,0.01
2022-08-05 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.95,21.36,2.66,101903.11,0.12
2022-08-05 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.36,21.04,2.07,102000.65,0.35
2022-08-06 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.27,21.48,2.72,102031.70,0.05
2022-08-06 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.67,21.62,2.34,102122.82,0.07
2022-08-06 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.20,21.66,2.24,102119.40,0.02
2022-08-06 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.41,21.45,2.42,102142.35,0.00
2022-08-06 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.24,21.74,2.42,102152.59,0.00
2022-08-06 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.70,22.01,2.30,102156.53,0.00
2022-08-06 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.21,22.19,2.17,102127.04,0.00
2022-08-06 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.89,22.31,1.79,102152.20,0.00
2022-08-06 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.37,22.30,1.93,102179.82,0.00
2022-08-06 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.97,22.47,2.18,102220.48,0.00
2022-08-06 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.99,21.88,1.85,102235.45,0.00
2022-08-06 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.85,21.90,1.93,102300.48,0.00
2022-08-06 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.78,22.06,1.93,102339.27,0.00
2022-08-06 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.80,22.09,1.92,102363.47,0.00
2022-08-06 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.67,22.73,2.36,102343.83,0.02
2022-08-06 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.30,22.96,3.34,102328.10,0.06
2022-08-06 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.90,22.90,4.20,102267.13,0.06
2022-08-06 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.86,22.39,4.60,102243.60,0.04
2022-08-06 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.33,22.25,4.85,102177.55,0.02
2022-08-06 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.71,21.94,4.83,102154.41,0.00
2022-08-06 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.15,22.78,4.99,102124.48,0.26
2022-08-06 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.34,22.80,4.67,102085.40,0.26
2022-08-06 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.80,21.75,2.09,102043.14,0.01
2022-08-06 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.54,21.85,1.95,102078.05,0.00
2022-08-07 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.95,22.10,2.60,102086.75,0.00
2022-08-07 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.34,22.35,3.17,102152.38,0.00
2022-08-07 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.84,22.64,3.31,102216.68,0.00
2022-08-07 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.12,23.03,3.49,102233.63,0.00
2022-08-07 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.92,23.18,3.89,102230.09,0.00
2022-08-07 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.37,23.20,4.17,102224.48,0.00
2022-08-07 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.17,23.35,3.87,102190.09,0.00
2022-08-07 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.03,23.36,3.63,102187.73,0.04
2022-08-07 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.78,23.32,3.53,102158.26,0.00
2022-08-07 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.48,23.24,3.57,102169.00,0.00
2022-08-07 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.43,23.49,2.94,102165.77,0.00
2022-08-07 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.53,23.47,3.09,102181.02,0.00
2022-08-07 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.07,23.40,3.19,102223.75,0.00
2022-08-07 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.76,23.38,3.93,102229.59,0.02
2022-08-07 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.80,23.30,4.27,102189.38,0.03
2022-08-07 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.61,22.64,4.40,102158.43,0.02
2022-08-07 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.42,22.39,4.84,102100.41,0.01
2022-08-07 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.21,22.22,5.35,102023.88,0.00
2022-08-07 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.91,22.46,5.58,101939.39,0.01
2022-08-07 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.08,22.68,5.96,101856.97,0.02
2022-08-07 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.89,22.93,5.84,101811.03,1.68
2022-08-07 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.65,23.35,4.28,101791.70,1.17
2022-08-07 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.44,22.45,2.27,101761.88,0.00
2022-08-07 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.49,22.10,3.43,101751.18,0.00
2022-08-08 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.64,22.34,3.50,101803.14,0.00
2022-08-08 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.12,22.50,3.57,101852.90,0.00
2022-08-08 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.69,22.44,3.35,101875.65,0.00
2022-08-08 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.98,22.59,3.72,101856.08,0.00
2022-08-08 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.86,22.75,3.95,101849.97,0.00
2022-08-08 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.20,22.90,4.00,101821.16,0.00
2022-08-08 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.03,23.10,3.99,101793.94,0.00
2022-08-08 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.80,23.18,3.95,101752.30,0.00
2022-08-08 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.52,23.26,3.77,101757.96,0.00
2022-08-08 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.00,23.30,3.69,101734.89,0.00
2022-08-08 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.37,23.77,2.85,101735.63,0.00
2022-08-08 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.43,23.85,3.14,101762.86,0.00
2022-08-08 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.96,23.99,3.22,101746.98,0.00
2022-08-08 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.60,23.99,3.74,101713.30,0.00
2022-08-08 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.54,23.87,4.17,101679.40,0.02
2022-08-08 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.41,23.99,4.15,101632.59,0.02
2022-08-08 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.47,23.77,4.48,101570.23,0.01
2022-08-08 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.17,23.49,4.78,101518.30,0.01
2022-08-08 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.49,23.24,4.82,101434.33,0.00
2022-08-08 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.50,22.62,4.85,101377.66,0.01
2022-08-08 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,33.17,22.61,4.75,101262.60,0.09
2022-08-08 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,33.06,21.93,5.00,101274.21,0.03
2022-08-08 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.82,21.84,3.92,101245.70,0.02
2022-08-08 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.57,21.99,3.67,101169.29,0.00
2022-08-09 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.57,22.87,3.85,101224.56,0.00
2022-08-09 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.99,23.06,4.04,101240.02,0.00
2022-08-09 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.54,23.31,4.47,101289.53,0.00
2022-08-09 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.75,23.74,4.53,101277.70,0.00
2022-08-09 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.59,23.94,4.56,101337.26,0.00
2022-08-09 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.07,24.21,4.39,101322.45,0.00
2022-08-09 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.96,24.43,4.25,101266.05,0.00
2022-08-09 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.74,24.35,4.12,101249.97,0.00
2022-08-09 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.73,24.34,4.05,101253.71,0.00
2022-08-09 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.40,24.39,3.85,101235.31,0.00
2022-08-09 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.30,24.02,3.12,101279.22,0.00
2022-08-09 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.49,24.07,3.34,101292.04,0.00
2022-08-09 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.02,24.07,3.46,101304.05,0.00
2022-08-09 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.28,23.89,3.65,101301.12,0.00
2022-08-09 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.69,23.78,4.03,101290.88,0.00
2022-08-09 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,32.59,23.28,4.20,101279.23,0.01
2022-08-09 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,33.22,22.95,4.35,101255.02,0.00
2022-08-09 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,34.14,22.56,4.36,101200.88,0.00
2022-08-09 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,34.92,21.72,4.39,101153.01,0.00
2022-08-09 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,35.23,21.17,4.43,101107.84,0.01
2022-08-09 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,34.70,22.16,5.11,101150.77,0.07
2022-08-09 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,33.17,24.26,3.86,101182.40,0.02
2022-08-09 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.53,23.09,1.33,101151.27,0.00
2022-08-09 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.69,22.79,1.61,101207.84,0.00
2022-08-10 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.28,23.26,1.62,101276.97,0.00
2022-08-10 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.79,23.53,1.36,101361.03,0.00
2022-08-10 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.33,23.45,1.29,101433.73,0.06
2022-08-10 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.63,23.21,1.23,101428.18,0.06
